Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass,Throttle_Position,Engine_Load,Intake_Air_Temp,Catalyst_Temperature,Gear,Trip_Distance_m,Timestamp
0,SimDriver_01,1,0,0,0,0,0,0,0,25.1,850,100,0.0,0,30.0,0,Car,2.5,10.0,22.5,103.6,1,0.0,2024-04-08 08:00:00
1,SimDriver_01,1,0,0,0,0,0,0,0,25.3,900,100,0.1,0,30.0,0,Car,5.0,10.0,22.5,107.2,1,0.0,2024-04-08 08:00:01
2,SimDriver_01,1,0,0,0,0,0,0,0,25.4,950,100,0.1,0,30.0,0,Car,7.5,10.0,22.5,110.8,1,0.1,2024-04-08 08:00:02
3,SimDriver_01,1,0,0,0,0,0,0,0,25.6,1000,100,0.2,0,30.0,0,Car,10.0,10.0,22.5,114.4,1,0.1,2024-04-08 08:00:03
4,SimDriver_01,1,0,0,0,0,0,0,0,25.7,1050,100,0.4,0,36.5,0,Car,12.5,12.2,22.6,118.1,1,0.2,2024-04-08 08:00:04
5,SimDriver_01,1,0,0,0,0,0,0,0,25.9,1100,100,0.5,0,50.3,0,Car,15.0,16.8,22.6,121.8,1,0.4,2024-04-08 08:00:05
6,SimDriver_01,1,0,0,0,0,0,0,0,26.1,1150,100,0.7,0,51.4,0,Car,17.5,17.1,22.6,125.5,1,0.6,2024-04-08 08:00:06
7,SimDriver_01,1,0,0,0,0,0,0,0,26.2,1200,100,0.9,0,33.9,0,Car,20.0,11.3,22.6,129.0,1,0.8,2024-04-08 08:00:07
8,SimDriver_01,1,0,0,0,0,0,0,0,26.4,800,100,1.1,0,52.9,0,Car,22.5,17.6,22.6,132.5,1,1.1,2024-04-08 08:00:08
9,SimDriver_01,1,0,0,0,0,0,0,0,26.5,800,100,1.4,0,47.7,0,Car,25.0,15.9,22.6,135.9,1,1.5,2024-04-08 08:00:09
10,SimDriver_01,1,0,0,0,0,0,0,0,26.6,800,100,1.6,0,55.7,0,Car,27.5,18.6,22.6,139.3,1,2.0,2024-04-08 08:00:10
11,SimDriver_01,1,0,0,0,0,0,0,0,26.7,800,100,1.9,0,64.9,0,Car,30.0,21.6,22.6,142.7,1,2.5,2024-04-08 08:00:11
12,SimDriver_01,1,0,0,0,0,0,0,0,26.9,800,100,2.3,0,71.4,0,Car,32.5,23.8,22.6,146.2,1,3.1,2024-04-08 08:00:12
13,SimDriver_01,1,0,0,0,0,0,0,0,27.0,800,100,2.6,0,81.2,0,Car,35.0,27.1,22.6,149.7,1,3.9,2024-04-08 08:00:13
14,SimDriver_01,1,0,0,0,0,0,0,0,27.1,800,100,3.0,0,100.2,0,Car,37.5,33.4,22.6,153.2,1,4.7,2024-04-08 08:00:14
15,SimDriver_01,1,0,0,0,0,0,0,0,27.3,800,100,3.4,0,108.9,0,Car,40.0,36.3,22.6,156.8,1,5.6,2024-04-08 08:00:15
16,SimDriver_01,1,0,0,0,0,0,0,0,27.4,800,100,3.8,0,94.5,0,Car,42.5,31.5,22.5,160.3,1,6.7,2024-04-08 08:00:16
17,SimDriver_01,1,0,0,0,0,0,0,0,27.5,800,100,4.2,0,116.1,0,Car,45.0,38.7,22.5,163.9,1,7.9,2024-04-08 08:00:17
18,SimDriver_01,1,0,0,0,0,0,0,0,27.6,800,100,4.7,0,126.3,0,Car,47.5,42.1,22.5,167.5,1,9.2,2024-04-08 08:00:18
19,SimDriver_01,1,0,0,0,0,0,0,0,27.8,800,100,5.2,0,122.7,0,Car,50.0,40.9,22.5,171.0,1,10.6,2024-04-08 08:00:19
20,SimDriver_01,1,0,0,0,0,0,0,0,27.9,800,100,5.7,0,121.7,0,Car,52.5,40.6,22.5,174.5,1,12.2,2024-04-08 08:00:20
21,SimDriver_01,1,0,0,0,0,0,0,0,28.0,800,100,6.2,0,142.4,0,Car,55.0,47.5,22.5,178.1,1,13.9,2024-04-08 08:00:21
22,SimDriver_01,1,0,0,0,0,0,0,0,28.2,800,100,6.8,0,130.3,0,Car,57.5,43.4,22.5,181.6,1,15.8,2024-04-08 08:00:22
23,SimDriver_01,1,0,0,0,0,0,0,0,28.3,800,100,7.4,0,156.6,0,Car,60.0,52.2,22.5,185.2,1,17.9,2024-04-08 08:00:23
24,SimDriver_01,1,0,0,0,0,0,0,0,28.4,863,100,8.0,0,142.2,0,Car,62.5,47.4,22.4,188.8,1,20.1,2024-04-08 08:00:24
25,SimDriver_01,1,0,0,0,0,0,0,0,28.6,930,100,8.6,0,152.6,0,Car,65.0,50.9,22.4,192.4,1,22.5,2024-04-08 08:00:25
26,SimDriver_01,1,0,0,0,0,0,0,0,28.7,1000,100,9.2,0,151.3,0,Car,67.5,50.4,22.4,195.9,1,25.0,2024-04-08 08:00:26
27,SimDriver_01,1,0,0,0,0,0,0,0,28.9,1073,100,9.9,0,159.9,0,Car,70.0,53.3,22.4,199.6,1,27.8,2024-04-08 08:00:27
28,SimDriver_01,1,0,0,0,0,0,0,0,29.1,1147,100,10.6,0,169.0,0,Car,72.5,56.3,22.4,203.3,1,30.7,2024-04-08 08:00:28
29,SimDriver_01,1,0,0,0,0,0,0,0,29.2,1224,100,11.3,0,178.8,0,Car,75.0,59.6,22.4,207.1,1,33.9,2024-04-08 08:00:29
30,SimDriver_01,1,0,0,0,0,0,0,0,29.4,1303,100,12.0,0,190.5,0,Car,77.5,63.5,22.3,210.9,1,37.2,2024-04-08 08:00:30
31,SimDriver_01,1,0,0,0,0,0,0,0,29.6,1385,100,12.8,0,200.7,0,Car,80.0,66.9,22.3,214.8,1,40.8,2024-04-08 08:00:31
32,SimDriver_01,1,0,0,0,0,0,0,0,29.8,1469,100,13.6,0,201.2,0,Car,82.5,67.1,22.3,218.8,1,44.5,2024-04-08 08:00:32
33,SimDriver_01,1,0,0,0,0,0,0,0,30.0,1554,100,14.4,0,202.3,0,Car,85.0,67.4,22.3,222.7,1,48.5,2024-04-08 08:00:33
34,SimDriver_01,1,0,0,0,0,0,0,0,30.1,938,100,15.2,0,228.1,0,Car,87.5,76.0,22.3,226.5,2,52.7,2024-04-08 08:00:34
35,SimDriver_01,1,0,0,0,0,0,0,0,30.3,990,100,16.0,0,212.0,0,Car,90.0,70.7,22.2,230.1,2,57.2,2024-04-08 08:00:35
36,SimDriver_01,1,0,0,0,0,0,0,0,30.4,1042,100,16.9,0,216.3,0,Car,92.5,72.1,22.2,233.8,2,61.9,2024-04-08 08:00:36
37,SimDriver_01,1,0,0,0,0,0,0,0,30.6,1096,100,17.7,0,243.8,0,Car,95.0,81.3,22.2,237.6,2,66.8,2024-04-08 08:00:37
38,SimDriver_01,1,0,0,0,0,0,0,0,30.8,1151,100,18.6,0,251.1,0,Car,97.5,83.7,22.1,241.5,2,71.9,2024-04-08 08:00:38
39,SimDriver_01,1,0,0,0,0,0,0,0,30.9,1207,100,19.5,0,257.1,0,Car,100.0,85.7,22.1,245.4,2,77.4,2024-04-08 08:00:39
40,SimDriver_01,1,0,0,0,0,0,0,0,31.2,2211,100,20.4,0,246.2,0,Car,100.0,82.1,22.1,249.7,1,83.0,2024-04-08 08:00:40
41,SimDriver_01,1,0,0,0,0,0,0,0,31.5,2308,100,21.3,0,251.6,0,Car,100.0,83.9,22.1,254.0,1,89.0,2024-04-08 08:00:41
42,SimDriver_01,1,0,0,0,0,0,0,0,31.8,2405,100,22.2,0,260.9,0,Car,100.0,87.0,22.1,258.4,1,95.1,2024-04-08 08:00:42
43,SimDriver_01,1,0,0,0,0,0,0,0,32.1,2501,100,23.1,0,236.0,0,Car,100.0,78.7,22.1,262.7,1,101.5,2024-04-08 08:00:43
44,SimDriver_01,1,0,0,0,0,0,0,0,32.4,2597,100,24.0,0,243.4,0,Car,100.0,81.1,22.0,266.9,1,108.2,2024-04-08 08:00:44
45,SimDriver_01,1,0,0,0,0,0,0,0,32.7,2693,100,24.9,0,239.5,0,Car,100.0,79.8,22.0,271.2,1,115.1,2024-04-08 08:00:45
46,SimDriver_01,1,0,0,0,0,0,0,0,33.0,2787,100,25.7,0,240.6,0,Car,100.0,80.2,22.0,275.5,1,122.3,2024-04-08 08:00:46
47,SimDriver_01,1,0,0,0,0,0,0,0,33.4,2882,100,26.6,0,233.3,0,Car,100.0,77.8,22.0,279.7,1,129.7,2024-04-08 08:00:47
48,SimDriver_01,1,0,0,0,0,0,0,0,33.7,2976,100,27.5,0,235.1,0,Car,100.0,78.4,22.0,284.0,1,137.3,2024-04-08 08:00:48
49,SimDriver_01,1,0,0,0,0,0,0,0,34.1,3069,100,28.3,0,244.4,0,Car,100.0,81.5,22.0,288.3,1,145.2,2024-04-08 08:00:49
50,SimDriver_01,1,0,0,0,0,0,0,0,34.4,3162,100,29.2,0,234.9,0,Car,100.0,78.3,22.0,292.6,1,153.3,2024-04-08 08:00:50
51,SimDriver_01,1,0,0,0,0,0,0,0,34.8,3255,100,30.1,0,236.6,0,Car,100.0,78.9,22.0,296.9,1,161.6,2024-04-08 08:00:51
52,SimDriver_01,1,0,0,0,0,0,0,0,35.2,3347,100,30.9,0,250.9,0,Car,100.0,83.6,22.0,301.2,1,170.2,2024-04-08 08:00:52
53,SimDriver_01,1,0,0,0,0,0,0,0,35.6,3438,100,31.7,0,258.0,0,Car,100.0,86.0,22.0,305.7,1,179.0,2024-04-08 08:00:53
54,SimDriver_01,1,0,0,0,0,0,0,0,36.0,3529,100,32.6,0,252.3,0,Car,100.0,84.1,22.0,310.1,1,188.1,2024-04-08 08:00:54
55,SimDriver_01,1,0,0,0,0,0,0,0,36.4,3620,100,33.4,0,251.9,0,Car,100.0,84.0,22.0,314.5,1,197.4,2024-04-08 08:00:55
56,SimDriver_01,1,0,0,0,0,0,0,0,36.8,3710,100,34.3,0,244.3,0,Car,100.0,81.4,22.0,318.8,1,206.9,2024-04-08 08:00:56
57,SimDriver_01,1,0,0,0,0,0,0,0,37.3,3800,100,35.1,0,251.0,0,Car,100.0,83.7,22.0,323.2,1,216.6,2024-04-08 08:00:57
58,SimDriver_01,1,0,0,0,0,0,0,0,37.7,3889,100,35.9,0,255.4,0,Car,100.0,85.1,22.0,327.6,1,226.6,2024-04-08 08:00:58
59,SimDriver_01,1,0,0,0,0,0,0,0,38.2,3978,100,36.7,0,245.1,0,Car,100.0,81.7,22.0,331.9,1,236.8,2024-04-08 08:00:59
60,SimDriver_01,1,0,0,0,0,0,0,0,38.6,3924,100,36.2,0,30.0,0,Car,0.0,10.0,22.0,334.8,1,246.9,2024-04-08 08:01:00
61,SimDriver_01,1,0,0,0,0,0,0,0,39.0,3870,100,35.7,0,30.0,0,Car,0.0,10.0,22.1,337.6,1,256.8,2024-04-08 08:01:01
62,SimDriver_01,1,0,0,0,0,0,0,0,39.5,3816,100,35.2,0,30.0,0,Car,0.0,10.0,22.2,340.3,1,266.6,2024-04-08 08:01:02
63,SimDriver_01,1,0,0,0,0,0,0,0,39.9,3761,100,34.7,0,30.0,0,Car,0.0,10.0,22.3,343.0,1,276.2,2024-04-08 08:01:03
64,SimDriver_01,1,0,0,0,0,0,0,0,40.3,3707,100,34.2,0,30.0,0,Car,0.0,10.0,22.3,345.6,1,285.7,2024-04-08 08:01:04
65,SimDriver_01,1,0,0,0,0,0,0,0,40.7,3653,100,33.7,0,30.0,0,Car,0.0,10.0,22.4,348.2,1,295.1,2024-04-08 08:01:05
66,SimDriver_01,1,0,0,0,0,0,0,0,41.1,3599,100,33.2,0,30.0,0,Car,0.0,10.0,22.5,350.7,1,304.3,2024-04-08 08:01:06
67,SimDriver_01,1,0,0,0,0,0,0,0,41.5,3545,100,32.7,0,30.0,0,Car,0.0,10.0,22.5,353.2,1,313.4,2024-04-08 08:01:07
68,SimDriver_01,1,0,0,0,0,0,0,0,41.9,3491,100,32.2,0,30.0,0,Car,0.0,10.0,22.6,355.6,1,322.4,2024-04-08 08:01:08
69,SimDriver_01,1,0,0,0,0,0,0,0,42.3,3437,100,31.7,0,30.0,0,Car,0.0,10.0,22.6,357.9,1,331.2,2024-04-08 08:01:09
70,SimDriver_01,1,0,0,0,0,0,0,0,42.7,3382,100,31.2,0,30.0,0,Car,0.0,10.0,22.7,360.3,1,339.9,2024-04-08 08:01:10
71,SimDriver_01,1,0,0,0,0,0,0,0,43.1,3328,100,30.7,0,30.0,0,Car,0.0,10.0,22.8,362.5,1,348.4,2024-04-08 08:01:11
72,SimDriver_01,1,0,0,0,0,0,0,0,43.5,3274,100,30.2,0,30.0,0,Car,0.0,10.0,22.8,364.7,1,356.8,2024-04-08 08:01:12
73,SimDriver_01,1,0,0,0,0,0,0,0,43.9,3220,100,29.7,0,30.0,0,Car,0.0,10.0,22.9,366.9,1,365.1,2024-04-08 08:01:13
74,SimDriver_01,1,0,0,0,0,0,0,0,44.2,3166,100,29.2,0,30.0,0,Car,0.0,10.0,23.0,369.0,1,373.2,2024-04-08 08:01:14
75,SimDriver_01,1,0,0,0,0,0,0,0,44.6,3112,100,28.7,0,30.0,0,Car,0.0,10.0,23.0,371.1,1,381.2,2024-04-08 08:01:15
76,SimDriver_01,1,0,0,0,0,0,0,0,44.9,3057,100,28.2,0,30.0,0,Car,0.0,10.0,23.1,373.1,1,389.0,2024-04-08 08:01:16
77,SimDriver_01,1,0,0,0,0,0,0,0,45.3,3003,100,27.7,0,30.0,0,Car,0.0,10.0,23.1,375.1,1,396.7,2024-04-08 08:01:17
78,SimDriver_01,1,0,0,0,0,0,0,0,45.6,2949,100,27.2,0,30.0,0,Car,0.0,10.0,23.2,377.0,1,404.3,2024-04-08 08:01:18
79,SimDriver_01,1,0,0,0,0,0,0,0,46.0,2895,100,26.7,0,30.0,0,Car,0.0,10.0,23.3,378.9,1,411.7,2024-04-08 08:01:19
80,SimDriver_01,1,0,0,0,0,0,0,0,46.3,2841,100,26.2,0,30.0,0,Car,0.0,10.0,23.3,380.7,1,419.0,2024-04-08 08:01:20
81,SimDriver_01,1,0,0,0,0,0,0,0,46.6,2787,100,25.7,0,30.0,0,Car,0.0,10.0,23.4,382.5,1,426.1,2024-04-08 08:01:21
82,SimDriver_01,1,0,0,0,0,0,0,0,47.0,2732,100,25.2,0,30.0,0,Car,0.0,10.0,23.4,384.2,1,433.1,2024-04-08 08:01:22
83,SimDriver_01,1,0,0,0,0,0,0,0,47.3,2678,100,24.7,0,30.0,0,Car,0.0,10.0,23.5,385.9,1,440.0,2024-04-08 08:01:23
84,SimDriver_01,1,0,0,0,0,0,0,0,47.6,2624,100,24.2,0,30.0,0,Car,0.0,10.0,23.5,387.6,1,446.7,2024-04-08 08:01:24
85,SimDriver_01,1,0,0,0,0,0,0,0,47.9,2570,100,23.7,0,30.0,0,Car,0.0,10.0,23.6,389.2,1,453.3,2024-04-08 08:01:25
86,SimDriver_01,1,0,0,0,0,0,0,0,48.2,2516,100,23.2,0,30.0,0,Car,0.0,10.0,23.7,390.7,1,459.8,2024-04-08 08:01:26
87,SimDriver_01,1,0,0,0,0,0,0,0,48.5,2462,100,22.7,0,30.0,0,Car,0.0,10.0,23.7,392.3,1,466.1,2024-04-08 08:01:27
88,SimDriver_01,1,0,0,0,0,0,0,0,48.8,2408,100,22.2,0,30.0,0,Car,0.0,10.0,23.8,393.8,1,472.3,2024-04-08 08:01:28
89,SimDriver_01,1,0,0,0,0,0,0,0,49.1,2353,100,21.7,0,30.0,0,Car,0.0,10.0,23.8,395.2,1,478.3,2024-04-08 08:01:29
90,SimDriver_01,1,0,0,0,0,0,0,0,49.4,2299,100,21.2,0,30.0,0,Car,0.0,10.0,23.9,396.6,1,484.2,2024-04-08 08:01:30
91,SimDriver_01,1,0,0,0,0,0,0,0,49.6,2245,100,20.7,0,30.0,0,Car,0.0,10.0,23.9,397.9,1,490.0,2024-04-08 08:01:31
92,SimDriver_01,1,0,0,0,0,0,0,0,49.9,2191,100,20.2,0,30.0,0,Car,0.0,10.0,24.0,399.3,1,495.6,2024-04-08 08:01:32
93,SimDriver_01,1,0,0,0,0,0,0,0,50.1,1221,100,19.7,0,30.0,0,Car,0.0,10.0,24.0,400.1,2,501.1,2024-04-08 08:01:33
94,SimDriver_01,1,0,0,0,0,0,0,0,50.2,1190,100,19.2,0,30.0,0,Car,0.0,10.0,24.1,400.9,2,506.4,2024-04-08 08:01:34
95,SimDriver_01,1,0,0,0,0,0,0,0,50.4,1159,100,18.7,0,30.0,0,Car,0.0,10.0,24.1,401.6,2,511.6,2024-04-08 08:01:35
96,SimDriver_01,1,0,0,0,0,0,0,0,50.6,1128,100,18.2,0,30.0,0,Car,0.0,10.0,24.1,402.4,2,516.7,2024-04-08 08:01:36
97,SimDriver_01,1,0,0,0,0,0,0,0,50.7,1097,100,17.7,0,30.0,0,Car,0.0,10.0,24.2,403.1,2,521.6,2024-04-08 08:01:37
