Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass,Throttle_Position,Engine_Load,Intake_Air_Temp,Catalyst_Temperature,Gear,Trip_Distance_m,Timestamp
0,SimDriver_01,1,0,0,0,0,0,0,0,25.1,1000,100,0.1,0,32.9,0,Car,10.0,11.0,22.5,103.7,1,0.0,2024-01-08 08:00:00
1,SimDriver_01,1,0,0,0,0,0,0,0,25.3,1200,100,0.3,0,41.1,0,Car,20.0,13.7,22.5,107.6,1,0.1,2024-01-08 08:00:01
2,SimDriver_01,1,0,0,0,0,0,0,0,25.5,1400,100,0.6,0,86.4,0,Car,30.0,28.8,22.5,111.8,1,0.3,2024-01-08 08:00:02
3,SimDriver_01,1,0,0,0,0,0,0,0,25.7,1600,100,1.0,0,82.7,0,Car,40.0,27.6,22.5,116.0,1,0.6,2024-01-08 08:00:03
4,SimDriver_01,1,0,0,0,0,0,0,0,25.9,800,100,1.5,0,135.0,0,Car,50.0,45.0,22.5,120.1,1,1.0,2024-01-08 08:00:04
5,SimDriver_01,1,0,0,0,0,0,0,0,26.0,800,100,2.1,0,129.8,0,Car,60.0,43.3,22.5,124.2,1,1.6,2024-01-08 08:00:05
6,SimDriver_01,1,0,0,0,0,0,0,0,26.1,800,100,2.8,0,179.5,0,Car,70.0,59.8,22.5,128.5,1,2.3,2024-01-08 08:00:06
7,SimDriver_01,1,0,0,0,0,0,0,0,26.2,800,100,3.6,0,190.8,0,Car,80.0,63.6,22.4,132.9,1,3.3,2024-01-08 08:00:07
8,SimDriver_01,1,0,0,0,0,0,0,0,26.4,800,100,4.5,0,218.6,0,Car,90.0,72.9,22.4,137.5,1,4.6,2024-01-08 08:00:08
9,SimDriver_01,1,0,0,0,0,0,0,0,26.5,800,100,5.4,0,252.8,0,Car,100.0,84.3,22.4,142.2,1,6.1,2024-01-08 08:00:09
10,SimDriver_01,1,0,0,0,0,0,0,0,26.6,800,100,6.4,0,244.8,0,Car,100.0,81.6,22.3,146.8,1,7.8,2024-01-08 08:00:10
11,SimDriver_01,1,0,0,0,0,0,0,0,26.8,800,100,7.4,0,228.4,0,Car,100.0,76.1,22.3,151.2,1,9.9,2024-01-08 08:00:11
12,SimDriver_01,1,0,0,0,0,0,0,0,26.9,903,100,8.3,0,245.6,0,Car,100.0,81.9,22.3,155.8,1,12.2,2024-01-08 08:00:12
13,SimDriver_01,1,0,0,0,0,0,0,0,27.1,1006,100,9.3,0,253.4,0,Car,100.0,84.5,22.2,160.5,1,14.8,2024-01-08 08:00:13
14,SimDriver_01,1,0,0,0,0,0,0,0,27.2,1110,100,10.3,0,242.5,0,Car,100.0,80.8,22.2,165.0,1,17.6,2024-01-08 08:00:14
15,SimDriver_01,1,0,0,0,0,0,0,0,27.4,1213,100,11.2,0,229.9,0,Car,100.0,76.6,22.2,169.5,1,20.7,2024-01-08 08:00:15
16,SimDriver_01,1,0,0,0,0,0,0,0,27.6,1315,100,12.1,0,233.4,0,Car,100.0,77.8,22.1,174.0,1,24.1,2024-01-08 08:00:16
17,SimDriver_01,1,0,0,0,0,0,0,0,27.8,1416,100,13.1,0,236.3,0,Car,100.0,78.8,22.1,178.6,1,27.8,2024-01-08 08:00:17
18,SimDriver_01,1,0,0,0,0,0,0,0,28.0,1518,100,14.0,0,233.4,0,Car,100.0,77.8,22.1,183.1,1,31.7,2024-01-08 08:00:18
19,SimDriver_01,1,0,0,0,0,0,0,0,28.2,1618,100,14.9,0,258.8,0,Car,100.0,86.3,22.1,187.8,1,35.8,2024-01-08 08:00:19
20,SimDriver_01,1,0,0,0,0,0,0,0,28.3,982,100,15.9,0,250.5,0,Car,100.0,83.5,22.0,192.1,2,40.2,2024-01-08 08:00:20
21,SimDriver_01,1,0,0,0,0,0,0,0,28.5,1039,100,16.8,0,249.0,0,Car,100.0,83.0,22.0,196.3,2,44.9,2024-01-08 08:00:21
22,SimDriver_01,1,0,0,0,0,0,0,0,28.6,1096,100,17.7,0,254.6,0,Car,100.0,84.9,22.0,200.6,2,49.8,2024-01-08 08:00:22
23,SimDriver_01,1,0,0,0,0,0,0,0,28.8,1152,100,18.6,0,245.3,0,Car,100.0,81.8,21.9,204.8,2,55.0,2024-01-08 08:00:23
24,SimDriver_01,1,0,0,0,0,0,0,0,29.0,1208,100,19.5,0,251.1,0,Car,100.0,83.7,21.9,209.1,2,60.4,2024-01-08 08:00:24
25,SimDriver_01,1,0,0,0,0,0,0,0,29.1,1264,100,20.4,0,252.8,0,Car,100.0,84.3,21.9,213.3,2,66.1,2024-01-08 08:00:25
26,SimDriver_01,1,0,0,0,0,0,0,0,29.3,1320,100,21.3,0,250.2,0,Car,100.0,83.4,21.9,217.5,2,72.0,2024-01-08 08:00:26
27,SimDriver_01,1,0,0,0,0,0,0,0,29.5,1375,100,22.2,0,252.2,0,Car,100.0,84.1,21.8,221.7,2,78.2,2024-01-08 08:00:27
28,SimDriver_01,1,0,0,0,0,0,0,0,29.7,1430,100,23.1,0,245.1,0,Car,100.0,81.7,21.8,225.8,2,84.6,2024-01-08 08:00:28
29,SimDriver_01,1,0,0,0,0,0,0,0,29.9,1485,100,24.0,0,240.3,0,Car,100.0,80.1,21.8,229.9,2,91.2,2024-01-08 08:00:29
30,SimDriver_01,1,0,0,0,0,0,0,0,30.1,1539,100,24.9,0,254.3,0,Car,100.0,84.8,21.8,234.1,2,98.2,2024-01-08 08:00:30
31,SimDriver_01,1,0,0,0,0,0,0,0,30.3,1593,100,25.7,0,236.8,0,Car,100.0,78.9,21.7,238.1,2,105.3,2024-01-08 08:00:31
32,SimDriver_01,1,0,0,0,0,0,0,0,30.5,1647,100,26.6,0,243.1,0,Car,100.0,81.0,21.7,242.2,2,112.7,2024-01-08 08:00:32
33,SimDriver_01,1,0,0,0,0,0,0,0,30.8,1701,100,27.5,0,235.9,0,Car,100.0,78.6,21.7,246.2,2,120.3,2024-01-08 08:00:33
34,SimDriver_01,1,0,0,0,0,0,0,0,31.0,1754,100,28.4,0,242.9,0,Car,100.0,81.0,21.7,250.2,2,128.2,2024-01-08 08:00:34
35,SimDriver_01,1,0,0,0,0,0,0,0,31.2,1807,100,29.2,0,261.5,0,Car,100.0,87.2,21.7,254.3,2,136.3,2024-01-08 08:00:35
36,SimDriver_01,1,0,0,0,0,0,0,0,31.4,1302,100,30.1,0,236.4,0,Car,100.0,78.8,21.6,258.0,3,144.7,2024-01-08 08:00:36
37,SimDriver_01,1,0,0,0,0,0,0,0,31.6,1339,100,30.9,0,251.9,0,Car,100.0,84.0,21.6,261.8,3,153.3,2024-01-08 08:00:37
38,SimDriver_01,1,0,0,0,0,0,0,0,31.8,1375,100,31.8,0,263.8,0,Car,100.0,87.9,21.6,265.6,3,162.1,2024-01-08 08:00:38
39,SimDriver_01,1,0,0,0,0,0,0,0,32.0,1412,100,32.6,0,255.6,0,Car,100.0,85.2,21.6,269.4,3,171.1,2024-01-08 08:00:39
40,SimDriver_01,1,0,0,0,0,0,0,0,32.1,1448,100,33.4,0,256.0,0,Car,100.0,85.3,21.5,273.1,3,180.4,2024-01-08 08:00:40
41,SimDriver_01,1,0,0,0,0,0,0,0,32.3,1484,100,34.3,0,250.5,0,Car,100.0,83.5,21.5,276.8,3,189.9,2024-01-08 08:00:41
42,SimDriver_01,1,0,0,0,0,0,0,0,32.5,1520,100,35.1,0,235.9,0,Car,100.0,78.6,21.5,280.4,3,199.7,2024-01-08 08:00:42
43,SimDriver_01,1,0,0,0,0,0,0,0,32.8,1556,100,35.9,0,254.2,0,Car,100.0,84.7,21.5,284.0,3,209.7,2024-01-08 08:00:43
44,SimDriver_01,1,0,0,0,0,0,0,0,33.0,1591,100,36.7,0,264.1,0,Car,100.0,88.0,21.5,287.7,3,219.9,2024-01-08 08:00:44
45,SimDriver_01,1,0,0,0,0,0,0,0,33.2,1627,100,37.6,0,261.1,0,Car,100.0,87.0,21.4,291.4,3,230.3,2024-01-08 08:00:45
46,SimDriver_01,1,0,0,0,0,0,0,0,33.4,1662,100,38.4,0,266.4,0,Car,100.0,88.8,21.4,295.1,3,241.0,2024-01-08 08:00:46
47,SimDriver_01,1,0,0,0,0,0,0,0,33.6,1697,100,39.2,0,260.9,0,Car,100.0,87.0,21.4,298.8,3,251.9,2024-01-08 08:00:47
48,SimDriver_01,1,0,0,0,0,0,0,0,33.8,1732,100,40.0,0,251.8,0,Car,100.0,83.9,21.4,302.3,3,263.0,2024-01-08 08:00:48
49,SimDriver_01,1,0,0,0,0,0,0,0,34.1,1766,100,40.8,0,262.3,0,Car,100.0,87.4,21.4,305.9,3,274.3,2024-01-08 08:00:49
50,SimDriver_01,1,0,0,0,0,0,0,0,34.3,1801,100,41.6,0,240.0,0,Car,100.0,80.0,21.4,309.4,3,285.8,2024-01-08 08:00:50
51,SimDriver_01,1,0,0,0,0,0,0,0,34.5,1835,100,42.4,0,243.2,0,Car,100.0,81.1,21.3,312.8,3,297.6,2024-01-08 08:00:51
