Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass,Throttle_Position,Engine_Load,Intake_Air_Temp,Catalyst_Temperature,Gear,Trip_Distance_m,Timestamp
0,SimDriver_01,1,0,0,0,0,0,0,0,25.1,1000,100,0.1,0,31.1,0,Car,10.0,10.4,22.5,103.7,1,0.0,2024-02-05 08:00:00
1,SimDriver_01,1,0,0,0,0,0,0,0,25.3,1200,100,0.3,0,48.0,0,Car,20.0,16.0,22.5,107.6,1,0.1,2024-02-05 08:00:01
2,SimDriver_01,1,0,0,0,0,0,0,0,25.5,1400,100,0.6,0,76.5,0,Car,30.0,25.5,22.5,111.7,1,0.3,2024-02-05 08:00:02
3,SimDriver_01,1,0,0,0,0,0,0,0,25.7,1600,100,1.0,0,101.3,0,Car,40.0,33.8,22.5,116.1,1,0.6,2024-02-05 08:00:03
4,SimDriver_01,1,0,0,0,0,0,0,0,25.9,800,100,1.5,0,125.4,0,Car,50.0,41.8,22.5,120.2,1,1.0,2024-02-05 08:00:04
5,SimDriver_01,1,0,0,0,0,0,0,0,26.0,800,100,2.1,0,146.5,0,Car,60.0,48.8,22.5,124.3,1,1.6,2024-02-05 08:00:05
6,SimDriver_01,1,0,0,0,0,0,0,0,26.1,800,100,2.8,0,158.0,0,Car,70.0,52.7,22.5,128.5,1,2.3,2024-02-05 08:00:06
7,SimDriver_01,1,0,0,0,0,0,0,0,26.2,800,100,3.6,0,201.0,0,Car,80.0,67.0,22.4,133.0,1,3.3,2024-02-05 08:00:07
8,SimDriver_01,1,0,0,0,0,0,0,0,26.4,800,100,4.5,0,215.6,0,Car,90.0,71.9,22.4,137.5,1,4.6,2024-02-05 08:00:08
9,SimDriver_01,1,0,0,0,0,0,0,0,26.5,800,100,5.4,0,231.8,0,Car,100.0,77.3,22.4,142.1,1,6.1,2024-02-05 08:00:09
10,SimDriver_01,1,0,0,0,0,0,0,0,26.6,800,100,6.4,0,234.5,0,Car,100.0,78.2,22.3,146.6,1,7.8,2024-02-05 08:00:10
11,SimDriver_01,1,0,0,0,0,0,0,0,26.8,800,100,7.4,0,231.7,0,Car,100.0,77.2,22.3,151.1,1,9.9,2024-02-05 08:00:11
12,SimDriver_01,1,0,0,0,0,0,0,0,26.9,903,100,8.3,0,242.1,0,Car,100.0,80.7,22.3,155.7,1,12.2,2024-02-05 08:00:12
13,SimDriver_01,1,0,0,0,0,0,0,0,27.1,1006,100,9.3,0,238.5,0,Car,100.0,79.5,22.2,160.2,1,14.8,2024-02-05 08:00:13
14,SimDriver_01,1,0,0,0,0,0,0,0,27.2,1110,100,10.3,0,247.9,0,Car,100.0,82.6,22.2,164.8,1,17.6,2024-02-05 08:00:14
15,SimDriver_01,1,0,0,0,0,0,0,0,27.4,1213,100,11.2,0,230.8,0,Car,100.0,76.9,22.2,169.3,1,20.7,2024-02-05 08:00:15
16,SimDriver_01,1,0,0,0,0,0,0,0,27.6,1315,100,12.1,0,256.4,0,Car,100.0,85.5,22.1,174.0,1,24.1,2024-02-05 08:00:16
17,SimDriver_01,1,0,0,0,0,0,0,0,27.8,1416,100,13.1,0,231.9,0,Car,100.0,77.3,22.1,178.5,1,27.8,2024-02-05 08:00:17
18,SimDriver_01,1,0,0,0,0,0,0,0,28.0,1518,100,14.0,0,231.8,0,Car,100.0,77.3,22.1,183.0,1,31.7,2024-02-05 08:00:18
19,SimDriver_01,1,0,0,0,0,0,0,0,28.2,1618,100,14.9,0,240.8,0,Car,100.0,80.3,22.1,187.6,1,35.8,2024-02-05 08:00:19
20,SimDriver_01,1,0,0,0,0,0,0,0,28.3,982,100,15.9,0,245.1,0,Car,100.0,81.7,22.0,191.8,2,40.2,2024-02-05 08:00:20
21,SimDriver_01,1,0,0,0,0,0,0,0,28.5,1039,100,16.8,0,247.4,0,Car,100.0,82.5,22.0,196.1,2,44.9,2024-02-05 08:00:21
22,SimDriver_01,1,0,0,0,0,0,0,0,28.6,1096,100,17.7,0,237.7,0,Car,100.0,79.2,22.0,200.3,2,49.8,2024-02-05 08:00:22
23,SimDriver_01,1,0,0,0,0,0,0,0,28.8,1152,100,18.6,0,258.8,0,Car,100.0,86.3,21.9,204.6,2,55.0,2024-02-05 08:00:23
24,SimDriver_01,1,0,0,0,0,0,0,0,29.0,1208,100,19.5,0,254.4,0,Car,100.0,84.8,21.9,208.8,2,60.4,2024-02-05 08:00:24
25,SimDriver_01,1,0,0,0,0,0,0,0,29.1,1264,100,20.4,0,255.4,0,Car,100.0,85.1,21.9,213.1,2,66.1,2024-02-05 08:00:25
26,SimDriver_01,1,0,0,0,0,0,0,0,29.3,1320,100,21.3,0,254.3,0,Car,100.0,84.8,21.9,217.3,2,72.0,2024-02-05 08:00:26
27,SimDriver_01,1,0,0,0,0,0,0,0,29.5,1375,100,22.2,0,237.8,0,Car,100.0,79.3,21.8,221.4,2,78.2,2024-02-05 08:00:27
28,SimDriver_01,1,0,0,0,0,0,0,0,29.7,1430,100,23.1,0,260.6,0,Car,100.0,86.9,21.8,225.6,2,84.6,2024-02-05 08:00:28
29,SimDriver_01,1,0,0,0,0,0,0,0,29.9,1485,100,24.0,0,248.0,0,Car,100.0,82.7,21.8,229.8,2,91.2,2024-02-05 08:00:29
30,SimDriver_01,1,0,0,0,0,0,0,0,30.1,1539,100,24.9,0,252.8,0,Car,100.0,84.3,21.8,233.9,2,98.2,2024-02-05 08:00:30
31,SimDriver_01,1,0,0,0,0,0,0,0,30.3,1593,100,25.7,0,243.2,0,Car,100.0,81.1,21.7,238.0,2,105.3,2024-02-05 08:00:31
32,SimDriver_01,1,0,0,0,0,0,0,0,30.5,1647,100,26.6,0,247.1,0,Car,100.0,82.4,21.7,242.1,2,112.7,2024-02-05 08:00:32
33,SimDriver_01,1,0,0,0,0,0,0,0,30.8,1701,100,27.5,0,254.5,0,Car,100.0,84.8,21.7,246.2,2,120.3,2024-02-05 08:00:33
34,SimDriver_01,1,0,0,0,0,0,0,0,31.0,1754,100,28.3,0,253.7,0,Car,99.5,84.6,21.7,250.3,2,128.2,2024-02-05 08:00:34
35,SimDriver_01,1,0,0,0,0,0,0,0,31.2,1807,100,29.2,0,254.8,0,Car,99.9,84.9,21.7,254.4,2,136.3,2024-02-05 08:00:35
36,SimDriver_01,1,0,0,0,0,0,0,0,31.4,1301,100,30.0,0,231.3,0,Car,98.8,77.1,21.6,258.1,3,144.7,2024-02-05 08:00:36
37,SimDriver_01,1,0,0,0,0,0,0,0,31.6,1338,100,30.9,0,241.1,0,Car,98.3,80.4,21.6,261.8,3,153.3,2024-02-05 08:00:37
38,SimDriver_01,1,0,0,0,0,0,0,0,31.8,1373,100,31.7,0,247.2,0,Car,98.2,82.4,21.6,265.5,3,162.1,2024-02-05 08:00:38
39,SimDriver_01,1,0,0,0,0,0,0,0,32.0,1409,100,32.5,0,239.8,0,Car,98.5,79.9,21.6,269.1,3,171.1,2024-02-05 08:00:39
40,SimDriver_01,1,0,0,0,0,0,0,0,32.1,1445,100,33.4,0,240.6,0,Car,98.7,80.2,21.5,272.8,3,180.4,2024-02-05 08:00:40
41,SimDriver_01,1,0,0,0,0,0,0,0,32.3,1481,100,34.2,0,250.2,0,Car,99.7,83.4,21.5,276.4,3,189.9,2024-02-05 08:00:41
42,SimDriver_01,1,0,0,0,0,0,0,0,32.5,1517,100,35.0,0,264.4,0,Car,100.0,88.1,21.5,280.2,3,199.6,2024-02-05 08:00:42
43,SimDriver_01,1,0,0,0,0,0,0,0,32.8,1553,100,35.8,0,260.7,0,Car,99.7,86.9,21.5,283.9,3,209.6,2024-02-05 08:00:43
44,SimDriver_01,1,0,0,0,0,0,0,0,33.0,1588,100,36.7,0,248.6,0,Car,99.7,82.9,21.5,287.5,3,219.7,2024-02-05 08:00:44
45,SimDriver_01,1,0,0,0,0,0,0,0,33.2,1624,100,37.5,0,240.5,0,Car,100.0,80.2,21.4,291.1,3,230.2,2024-02-05 08:00:45
46,SimDriver_01,1,0,0,0,0,0,0,0,33.4,1602,100,37.0,0,30.0,0,Car,0.0,10.0,21.5,293.2,3,240.4,2024-02-05 08:00:46
47,SimDriver_01,1,0,0,0,0,0,0,0,33.6,1602,100,37.0,0,30.0,0,Car,1.6,10.0,21.5,295.2,3,250.7,2024-02-05 08:00:47
48,SimDriver_01,1,0,0,0,0,0,0,0,33.8,1604,100,37.0,0,30.0,0,Car,3.5,10.0,21.5,297.3,3,261.0,2024-02-05 08:00:48
49,SimDriver_01,1,0,0,0,0,0,0,0,34.0,1605,100,37.1,0,30.0,0,Car,3.7,10.0,21.5,299.3,3,271.3,2024-02-05 08:00:49
50,SimDriver_01,1,0,0,0,0,0,0,0,34.2,1606,100,37.1,0,30.0,0,Car,2.2,10.0,21.6,301.3,3,281.6,2024-02-05 08:00:50
51,SimDriver_01,1,0,0,0,0,0,0,0,34.4,1606,100,37.1,0,30.0,0,Car,1.5,10.0,21.6,303.3,3,291.9,2024-02-05 08:00:51
52,SimDriver_01,1,0,0,0,0,0,0,0,34.6,1606,100,37.1,0,30.0,0,Car,0.1,10.0,21.6,305.3,3,302.2,2024-02-05 08:00:52
53,SimDriver_01,1,0,0,0,0,0,0,0,34.9,1585,100,36.6,0,30.0,0,Car,0.0,10.0,21.7,307.2,3,312.3,2024-02-05 08:00:53
54,SimDriver_01,1,0,0,0,0,0,0,0,35.1,1585,100,36.6,0,30.0,0,Car,1.4,10.0,21.7,309.1,3,322.5,2024-02-05 08:00:54
55,SimDriver_01,1,0,0,0,0,0,0,0,35.3,1586,100,36.6,0,30.0,0,Car,1.0,10.0,21.7,311.0,3,332.7,2024-02-05 08:00:55
56,SimDriver_01,1,0,0,0,0,0,0,0,35.5,1586,100,36.6,0,30.0,0,Car,2.3,10.0,21.7,312.9,3,342.9,2024-02-05 08:00:56
57,SimDriver_01,1,0,0,0,0,0,0,0,35.7,1587,100,36.6,0,30.0,0,Car,2.3,10.0,21.7,314.8,3,353.0,2024-02-05 08:00:57
58,SimDriver_01,1,0,0,0,0,0,0,0,35.9,1588,100,36.7,0,30.0,0,Car,3.8,10.0,21.8,316.6,3,363.2,2024-02-05 08:00:58
59,SimDriver_01,1,0,0,0,0,0,0,0,36.1,1590,100,36.7,0,30.0,0,Car,3.6,10.0,21.8,318.5,3,373.4,2024-02-05 08:00:59
60,SimDriver_01,1,0,0,0,0,0,0,0,36.3,1568,100,36.2,0,30.0,0,Car,0.0,10.0,21.8,320.3,3,383.5,2024-02-05 08:01:00
61,SimDriver_01,1,0,0,0,0,0,0,0,36.5,1546,100,35.7,0,30.0,0,Car,0.0,10.0,21.9,322.0,3,393.4,2024-02-05 08:01:01
62,SimDriver_01,1,0,0,0,0,0,0,0,36.7,1525,100,35.2,0,30.0,0,Car,0.0,10.0,21.9,323.8,3,403.2,2024-02-05 08:01:02
63,SimDriver_01,1,0,0,0,0,0,0,0,36.9,1503,100,34.7,0,30.0,0,Car,0.0,10.0,22.0,325.5,3,412.8,2024-02-05 08:01:03
64,SimDriver_01,1,0,0,0,0,0,0,0,37.1,1481,100,34.2,0,30.0,0,Car,0.0,10.0,22.0,327.2,3,422.3,2024-02-05 08:01:04
65,SimDriver_01,1,0,0,0,0,0,0,0,37.3,1460,100,33.7,0,30.0,0,Car,0.0,10.0,22.0,328.8,3,431.7,2024-02-05 08:01:05
66,SimDriver_01,1,0,0,0,0,0,0,0,37.5,1438,100,33.2,0,30.0,0,Car,0.0,10.0,22.1,330.5,3,440.9,2024-02-05 08:01:06
67,SimDriver_01,1,0,0,0,0,0,0,0,37.7,1416,100,32.7,0,30.0,0,Car,0.0,10.0,22.1,332.1,3,450.0,2024-02-05 08:01:07
