Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass,Throttle_Position,Engine_Load,Intake_Air_Temp,Catalyst_Temperature,Gear,Trip_Distance_m,Timestamp
0,SimDriver_01,1,0,0,0,0,0,0,0,25.1,1000,100,0.1,0,30.0,0,Car,10.0,10.0,22.5,103.7,1,0.0,2024-01-01 08:00:00
1,SimDriver_01,1,0,0,0,0,0,0,0,25.3,1200,100,0.3,0,35.0,0,Car,20.0,11.7,22.5,107.5,1,0.1,2024-01-01 08:00:01
2,SimDriver_01,1,0,0,0,0,0,0,0,25.5,1400,100,0.6,0,80.2,0,Car,30.0,26.7,22.5,111.7,1,0.3,2024-01-01 08:00:02
3,SimDriver_01,1,0,0,0,0,0,0,0,25.7,1600,100,1.0,0,103.3,0,Car,40.0,34.4,22.5,116.0,1,0.6,2024-01-01 08:00:03
4,SimDriver_01,1,0,0,0,0,0,0,0,25.9,800,100,1.5,0,118.6,0,Car,50.0,39.5,22.5,120.1,1,1.0,2024-01-01 08:00:04
5,SimDriver_01,1,0,0,0,0,0,0,0,26.0,800,100,2.1,0,137.6,0,Car,60.0,45.9,22.5,124.2,1,1.6,2024-01-01 08:00:05
6,SimDriver_01,1,0,0,0,0,0,0,0,26.1,800,100,2.8,0,180.6,0,Car,70.0,60.2,22.5,128.5,1,2.3,2024-01-01 08:00:06
7,SimDriver_01,1,0,0,0,0,0,0,0,26.2,800,100,3.6,0,197.2,0,Car,80.0,65.7,22.4,133.0,1,3.3,2024-01-01 08:00:07
8,SimDriver_01,1,0,0,0,0,0,0,0,26.4,800,100,4.5,0,226.3,0,Car,90.0,75.4,22.4,137.5,1,4.6,2024-01-01 08:00:08
9,SimDriver_01,1,0,0,0,0,0,0,0,26.5,800,100,5.4,0,231.5,0,Car,100.0,77.2,22.4,142.1,1,6.1,2024-01-01 08:00:09
10,SimDriver_01,1,0,0,0,0,0,0,0,26.6,800,100,6.4,0,249.0,0,Car,100.0,83.0,22.3,146.8,1,7.8,2024-01-01 08:00:10
11,SimDriver_01,1,0,0,0,0,0,0,0,26.8,800,100,7.4,0,252.9,0,Car,100.0,84.3,22.3,151.4,1,9.9,2024-01-01 08:00:11
12,SimDriver_01,1,0,0,0,0,0,0,0,26.9,903,100,8.3,0,252.7,0,Car,100.0,84.2,22.3,156.0,1,12.2,2024-01-01 08:00:12
13,SimDriver_01,1,0,0,0,0,0,0,0,27.1,1006,100,9.3,0,235.4,0,Car,100.0,78.5,22.2,160.5,1,14.8,2024-01-01 08:00:13
14,SimDriver_01,1,0,0,0,0,0,0,0,27.2,1110,100,10.3,0,232.4,0,Car,100.0,77.5,22.2,165.0,1,17.6,2024-01-01 08:00:14
15,SimDriver_01,1,0,0,0,0,0,0,0,27.4,1213,100,11.2,0,237.0,0,Car,100.0,79.0,22.2,169.5,1,20.7,2024-01-01 08:00:15
16,SimDriver_01,1,0,0,0,0,0,0,0,27.6,1315,100,12.1,0,230.1,0,Car,100.0,76.7,22.1,174.0,1,24.1,2024-01-01 08:00:16
17,SimDriver_01,1,0,0,0,0,0,0,0,27.8,1416,100,13.1,0,229.4,0,Car,100.0,76.5,22.1,178.5,1,27.8,2024-01-01 08:00:17
18,SimDriver_01,1,0,0,0,0,0,0,0,28.0,1518,100,14.0,0,243.6,0,Car,100.0,81.2,22.1,183.1,1,31.7,2024-01-01 08:00:18
19,SimDriver_01,1,0,0,0,0,0,0,0,28.2,1618,100,14.9,0,241.5,0,Car,100.0,80.5,22.1,187.7,1,35.8,2024-01-01 08:00:19
20,SimDriver_01,1,0,0,0,0,0,0,0,28.3,982,100,15.9,0,255.5,0,Car,100.0,85.2,22.0,192.0,2,40.2,2024-01-01 08:00:20
21,SimDriver_01,1,0,0,0,0,0,0,0,28.5,1039,100,16.8,0,239.8,0,Car,100.0,79.9,22.0,196.2,2,44.9,2024-01-01 08:00:21
22,SimDriver_01,1,0,0,0,0,0,0,0,28.6,1096,100,17.7,0,245.0,0,Car,100.0,81.7,22.0,200.5,2,49.8,2024-01-01 08:00:22
23,SimDriver_01,1,0,0,0,0,0,0,0,28.8,1152,100,18.6,0,238.2,0,Car,100.0,79.4,21.9,204.6,2,55.0,2024-01-01 08:00:23
24,SimDriver_01,1,0,0,0,0,0,0,0,29.0,1208,100,19.5,0,241.0,0,Car,100.0,80.3,21.9,208.8,2,60.4,2024-01-01 08:00:24
25,SimDriver_01,1,0,0,0,0,0,0,0,29.1,1264,100,20.4,0,241.2,0,Car,100.0,80.4,21.9,212.9,2,66.1,2024-01-01 08:00:25
26,SimDriver_01,1,0,0,0,0,0,0,0,29.3,1320,100,21.3,0,236.4,0,Car,100.0,78.8,21.9,217.0,2,72.0,2024-01-01 08:00:26
27,SimDriver_01,1,0,0,0,0,0,0,0,29.5,1375,100,22.2,0,231.9,0,Car,100.0,77.3,21.8,221.1,2,78.2,2024-01-01 08:00:27
28,SimDriver_01,1,0,0,0,0,0,0,0,29.7,1430,100,23.1,0,237.1,0,Car,100.0,79.0,21.8,225.2,2,84.6,2024-01-01 08:00:28
29,SimDriver_01,1,0,0,0,0,0,0,0,29.9,1485,100,24.0,0,239.7,0,Car,100.0,79.9,21.8,229.3,2,91.2,2024-01-01 08:00:29
30,SimDriver_01,1,0,0,0,0,0,0,0,30.1,1539,100,24.9,0,253.3,0,Car,100.0,84.4,21.8,233.4,2,98.2,2024-01-01 08:00:30
31,SimDriver_01,1,0,0,0,0,0,0,0,30.3,1593,100,25.7,0,249.2,0,Car,100.0,83.1,21.7,237.6,2,105.3,2024-01-01 08:00:31
32,SimDriver_01,1,0,0,0,0,0,0,0,30.5,1647,100,26.6,0,259.3,0,Car,100.0,86.4,21.7,241.7,2,112.7,2024-01-01 08:00:32
33,SimDriver_01,1,0,0,0,0,0,0,0,30.8,1701,100,27.5,0,262.7,0,Car,100.0,87.6,21.7,245.9,2,120.3,2024-01-01 08:00:33
34,SimDriver_01,1,0,0,0,0,0,0,0,31.0,1754,100,28.4,0,246.0,0,Car,100.0,82.0,21.7,250.0,2,128.2,2024-01-01 08:00:34
35,SimDriver_01,1,0,0,0,0,0,0,0,31.2,1807,100,29.2,0,255.5,0,Car,100.0,85.2,21.7,254.1,2,136.3,2024-01-01 08:00:35
36,SimDriver_01,1,0,0,0,0,0,0,0,31.4,1302,100,30.1,0,246.3,0,Car,100.0,82.1,21.6,257.8,3,144.7,2024-01-01 08:00:36
37,SimDriver_01,1,0,0,0,0,0,0,0,31.6,1339,100,30.9,0,250.1,0,Car,100.0,83.4,21.6,261.6,3,153.3,2024-01-01 08:00:37
38,SimDriver_01,1,0,0,0,0,0,0,0,31.8,1375,100,31.8,0,238.8,0,Car,100.0,79.6,21.6,265.3,3,162.1,2024-01-01 08:00:38
39,SimDriver_01,1,0,0,0,0,0,0,0,32.0,1412,100,32.6,0,238.3,0,Car,100.0,79.4,21.6,268.9,3,171.1,2024-01-01 08:00:39
40,SimDriver_01,1,0,0,0,0,0,0,0,32.1,1448,100,33.4,0,240.6,0,Car,100.0,80.2,21.5,272.5,3,180.4,2024-01-01 08:00:40
41,SimDriver_01,1,0,0,0,0,0,0,0,32.3,1484,100,34.3,0,263.8,0,Car,100.0,87.9,21.5,276.3,3,189.9,2024-01-01 08:00:41
42,SimDriver_01,1,0,0,0,0,0,0,0,32.5,1520,100,35.1,0,243.7,0,Car,100.0,81.2,21.5,279.9,3,199.7,2024-01-01 08:00:42
43,SimDriver_01,1,0,0,0,0,0,0,0,32.8,1556,100,35.9,0,258.9,0,Car,100.0,86.3,21.5,283.7,3,209.7,2024-01-01 08:00:43
44,SimDriver_01,1,0,0,0,0,0,0,0,33.0,1591,100,36.7,0,238.4,0,Car,100.0,79.5,21.5,287.2,3,219.9,2024-01-01 08:00:44
45,SimDriver_01,1,0,0,0,0,0,0,0,33.2,1627,100,37.6,0,255.3,0,Car,100.0,85.1,21.4,290.8,3,230.3,2024-01-01 08:00:45
46,SimDriver_01,1,0,0,0,0,0,0,0,33.4,1662,100,38.4,0,250.7,0,Car,100.0,83.6,21.4,294.4,3,241.0,2024-01-01 08:00:46
47,SimDriver_01,1,0,0,0,0,0,0,0,33.6,1697,100,39.2,0,249.2,0,Car,100.0,83.1,21.4,298.0,3,251.9,2024-01-01 08:00:47
48,SimDriver_01,1,0,0,0,0,0,0,0,33.8,1732,100,40.0,0,260.5,0,Car,100.0,86.8,21.4,301.6,3,263.0,2024-01-01 08:00:48
49,SimDriver_01,1,0,0,0,0,0,0,0,34.1,1766,100,40.8,0,255.6,0,Car,100.0,85.2,21.4,305.2,3,274.3,2024-01-01 08:00:49
50,SimDriver_01,1,0,0,0,0,0,0,0,34.3,1801,100,41.6,0,241.9,0,Car,100.0,80.6,21.4,308.7,3,285.8,2024-01-01 08:00:50
51,SimDriver_01,1,0,0,0,0,0,0,0,34.5,1835,100,42.4,0,262.7,0,Car,100.0,87.6,21.3,312.2,3,297.6,2024-01-01 08:00:51
52,SimDriver_01,1,0,0,0,0,0,0,0,34.8,1869,100,43.2,0,265.7,0,Car,100.0,88.6,21.3,315.8,3,309.6,2024-01-01 08:00:52
53,SimDriver_01,1,0,0,0,0,0,0,0,35.0,1903,100,43.9,0,242.6,0,Car,100.0,80.9,21.3,319.2,3,321.8,2024-01-01 08:00:53
54,SimDriver_01,1,0,0,0,0,0,0,0,35.2,1937,100,44.7,0,239.4,0,Car,100.0,79.8,21.3,322.6,3,334.2,2024-01-01 08:00:54
55,SimDriver_01,1,0,0,0,0,0,0,0,35.5,1971,100,45.5,0,257.5,0,Car,100.0,85.8,21.3,326.1,3,346.9,2024-01-01 08:00:55
