Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass,Throttle_Position,Engine_Load,Intake_Air_Temp,Catalyst_Temperature,Gear,Trip_Distance_m,Timestamp
0,SimDriver_01,1,0,0,0,0,0,0,0,25.1,800,100,0.0,0,30.0,0,Car,0.0,10.0,22.5,103.6,1,0.0,2024-01-22 08:00:00
1,SimDriver_01,1,0,0,0,0,0,0,0,25.3,800,100,0.0,0,30.0,0,Car,0.0,10.0,22.5,107.2,1,0.0,2024-01-22 08:00:01
2,SimDriver_01,1,0,0,0,0,0,0,0,25.4,800,100,0.0,0,30.0,0,Car,0.0,10.0,22.5,110.7,1,0.0,2024-01-22 08:00:02
3,SimDriver_01,1,0,0,0,0,0,0,0,25.5,800,100,0.0,0,30.0,0,Car,0.0,10.0,22.6,114.2,1,0.0,2024-01-22 08:00:03
4,SimDriver_01,1,0,0,0,0,0,0,0,25.7,807,100,0.0,0,30.0,0,Car,0.4,10.0,22.6,117.6,1,0.0,2024-01-22 08:00:04
5,SimDriver_01,1,0,0,0,0,0,0,0,25.8,811,100,0.0,0,30.0,0,Car,0.6,10.0,22.6,121.1,1,0.0,2024-01-22 08:00:05
6,SimDriver_01,1,0,0,0,0,0,0,0,25.9,800,100,0.0,0,30.0,0,Car,0.0,10.0,22.6,124.5,1,0.0,2024-01-22 08:00:06
7,SimDriver_01,1,0,0,0,0,0,0,0,26.0,800,100,0.0,0,30.0,0,Car,0.0,10.0,22.6,127.8,1,0.0,2024-01-22 08:00:07
8,SimDriver_01,1,0,0,0,0,0,0,0,26.2,837,100,0.0,0,30.0,0,Car,1.9,10.0,22.6,131.2,1,0.0,2024-01-22 08:00:08
9,SimDriver_01,1,0,0,0,0,0,0,0,26.3,804,100,0.0,0,30.0,0,Car,0.2,10.0,22.6,134.5,1,0.0,2024-01-22 08:00:09
10,SimDriver_01,1,0,0,0,0,0,0,0,26.4,810,100,0.0,0,30.0,0,Car,0.5,10.0,22.6,137.7,1,0.0,2024-01-22 08:00:10
